MM_DD_HH,L_dashdash_k_d_t,L_dashdash_s_d_t,L_dashdash_w_d_t,L_dashdash_b1_d_t,L_dashdash_b2_d_t,L_dashdash_ba1_d_t,L_dashdash_ba2_d_t,E_E_dmd_d_t
10_20_21,0,4.710026817,0.376802145,0,0,0,1.165703125,0.60098913
10_20_22,0,5.181029499,0.376802145,0,0,0,2.33140625,0.647860966
10_20_23,0,0,0.376802145,0,0,0,0,0.644964393
10_21_00,0,0,0,0,0,0,0,0.22925168
10_21_01,0,0,0,0,0,0,0,0.11975168
10_21_02,0,0,0,0,0,0,0,0.12755168
10_21_03,0,0,0,0,0,0,0,0.12755168
10_21_04,0,0,0,0,0,0,0,0.11975168
10_21_05,0,0,0,0,0,0,0,0.12755168
10_21_06,0,0,0,0,0,0,0,0.12755168
10_21_07,0,0,0.381008607,0,0,0,0,0.415177534
10_21_08,0.57151291,0,0,0,0,0,0,0.689720566
10_21_09,0.381008607,0,0,0,0,0,0,0.735380302
10_21_10,0,0,0.381008607,0,0,0,0,0.699941992
10_21_11,0,0,0,0,0,0,0,0.57116284
10_21_12,3.048068852,0,0,0,0,0,0,0.675630109
10_21_13,0,0,0.190504303,0,0,0,0,0.317971976
10_21_14,0,0,0,0,0,0,0,0.12755168
10_21_15,0,0,0,0,0,0,0,0.12755168
10_21_16,0,0,0.190504303,0,0,0,0,0.778077941
10_21_17,3.048068852,0,0.190504303,0,0,0,0,0.825846371
10_21_18,1.524034426,0,0,0,0,0,0,0.714641793
10_21_19,0,0,0,0,17.14538729,0,0,0.311755889
10_21_20,4.762607582,4.762607582,0.381008607,0,0,0,1.161692708,0.465646357
10_21_21,0,4.762607582,0.381008607,0,0,0,1.161692708,0.668359588
10_21_22,0,9.525215163,0.381008607,0,0,0,2.323385417,0.686990966
10_21_23,0,0,0.381008607,0,0,0,0,0.531057418
10_22_00,0,0,0,0,0,0,0,0.22925168
10_22_01,0,0,0,0,0,0,0,0.11975168
10_22_02,0,0,0,0,0,0,0,0.12755168
10_22_03,0,0,0,0,0,0,0,0.12755168
10_22_04,0,0,0,0,0,0,0,0.11975168
10_22_05,0,0,0,0,0,0,0,0.12755168
10_22_06,0,0,0,0,0,0,0,0.12755168
10_22_07,0,0,0.767911012,0,0,0,0,0.415177534
10_22_08,0.575933259,0,0.383955506,0,0,0,0,0.689720566
10_22_09,2.303733035,0,0,0,0,0,0,0.735380302
10_22_10,0,0,0.383955506,0,0,0,0,0.699941992
10_22_11,0,0,0,0,0,0,0,0.57116284
10_22_12,3.071644047,0,0,0,0,0,0,0.675630109
10_22_13,0,0,0.191977753,0,0,0,0,0.317971976
10_22_14,0,0,0,0,0,0,0,0.12755168
10_22_15,0,0,0,0,0,0,0,0.12755168
10_22_16,0,0,0.191977753,0,0,0,0,0.778077941
10_22_17,4.223510565,0,0.191977753,0,0,0,0,0.825846371
10_22_18,0.383955506,0,0,0,0,0,0,0.714641793
10_22_19,0,0,0,0,17.27799776,0,0,0.311755889
10_22_20,7.103176859,4.799443823,0.575933259,0,0,0,1.141822917,0.465646357
10_22_21,0,8.638998882,0.575933259,0,0,0,1.141822917,0.668359588
10_22_22,0,9.598887647,0.575933259,0,0,0,2.283645833,0.686990966
10_22_23,0,0,0.575933259,0,0,0,0,0.531057418
10_23_00,0,0,0,0,0,0,0,0.319713338
10_23_01,0,0,0,0,0,0,0,0.11975168
10_23_02,0,0,0,0,0,0,0,0.12755168
10_23_03,0,0,0,0,0,0,0,0.12755168
10_23_04,0,0,0,0,0,0,0,0.11975168
10_23_05,0,0,0,0,0,0,0,0.12755168
10_23_06,0.57169115,0,0.762254866,0,0,0,0,0.484262032
10_23_07,0.381127433,0,0,0,0,0,0,0.614623081
10_23_08,0,0,0,0,0,0,0,0.410948748
10_23_09,0,0,0.190563717,0,0,0,0,0.761183221
10_23_10,0,0,0,0,0,0,0,0.203001438
10_23_11,0,0,0,0,0,0,0,0.152180145
10_23_12,0.57169115,0,0,0,0,0,0,0.476150521
10_23_13,0,0,0,0,0,0,0,0.178388308
10_23_14,0,0,0,0,0,0,0,0.196753651
10_23_15,0,0,0,0,0,0,0,0.12755168
10_23_16,0,0,0.190563717,0,0,0,0,0.183056396
10_23_17,0,0,0,0,0,0,0,0.45357811
10_23_18,2.858455748,0,0,0,0,0,0,0.733952647
10_23_19,0.952818583,0,0,0,17.15073449,0,0,0.498210552
10_23_20,3.430146898,4.287683622,0.381127433,0,0,0,1.249518229,0.328932767
10_23_21,0,4.764092914,0.381127433,0,0,0,1.249518229,0.60098913
10_23_22,0,5.240502205,0.381127433,0,0,0,2.499036458,0.647860966
10_23_23,0,0,0.381127433,0,0,0,0,0.644964393
10_24_00,0,0,0,0,0,0,0,0.319713338
10_24_01,0,0,0,0,0,0,0,0.11975168
10_24_02,0,0,0,0,0,0,0,0.12755168
10_24_03,0,0,0,0,0,0,0,0.12755168
10_24_04,0,0,0,0,0,0,0,0.11975168
10_24_05,0,0,0,0,0,0,0,0.12755168
10_24_06,0.383610909,0,0.383610909,0,0,0,0,0.484262032
10_24_07,0.575416363,0,0,0,0,0,0,0.614623081
10_24_08,0,0,0,0,0,0,0,0.410948748
10_24_09,0,0,0,0,0,0,0,0.761183221
10_24_10,0,0,0,0,0,0,0,0.203001438
10_24_11,0,0,0,0,0,0,0,0.152180145
10_24_12,0,0,0,0,0,0,0,0.476150521
10_24_13,0,0,0,0,0,0,0,0.178388308
10_24_14,0,0,0,0,0,0,0,0.196753651
10_24_15,0,0,0,0,0,0,0,0.12755168
10_24_16,0,0,0,0,0,0,0,0.183056396
10_24_17,0,0,0,0,0,0,0,0.45357811
10_24_18,1.534443635,0,0,0,0,0,0,0.733952647
10_24_19,0,0,0,0,17.26249089,0,0,0.498210552
10_24_20,3.452498179,3.836109088,0,0,0,0,1.358190104,0.328932767
10_24_21,0,3.836109088,0,0,0,0,1.358190104,0.60098913
10_24_22,0,1.918054544,0.191805454,0,0,0,2.716380208,0.647860966
10_24_23,0,0,0.191805454,0,0,0,0,0.644964393
10_25_00,0,0,0,0,0,0,0,0.319713338
10_25_01,0,0,0,0,0,0,0,0.11975168
10_25_02,0,0,0,0,0,0,0,0.12755168
10_25_03,0,0,0,0,0,0,0,0.12755168
10_25_04,0,0,0,0,0,0,0,0.11975168
10_25_05,0,0,0,0,0,0,0,0.12755168
10_25_06,0.586493972,0,0.781991962,0,0,0,0,0.484262032
10_25_07,0.390995981,0,0,0,0,0,0,0.614623081
10_25_08,0,0,0,0,0,0,0,0.410948748
10_25_09,0,0,0.195497991,0,0,0,0,0.761183221
10_25_10,0,0,0,0,0,0,0,0.203001438
10_25_11,0,0,0,0,0,0,0,0.152180145
10_25_12,0.586493972,0,0,0,0,0,0,0.476150521
10_25_13,0,0,0,0,0,0,0,0.178388308
10_25_14,0,0,0,0,0,0,0,0.196753651
10_25_15,0,0,0,0,0,0,0,0.12755168
10_25_16,0,0,0.195497991,0,0,0,0,0.183056396
10_25_17,0,0,0,0,0,0,0,0.45357811
10_25_18,2.932469858,0,0,0,0,0,0,0.733952647
10_25_19,0.977489953,0,0,0,17.59481915,0,0,0.498210552
10_25_20,3.51896383,4.398704788,0.390995981,0,0,0,1.396783854,0.328932767
10_25_21,0,4.887449764,0.390995981,0,0,0,1.396783854,0.60098913
10_25_22,0,5.376194741,0.390995981,0,0,0,2.793567708,0.647860966
10_25_23,0,0,0.390995981,0,0,0,0,0.644964393
10_26_00,0,0,0,0,0,0,0,0.319713338
10_26_01,0,0,0,0,0,0,0,0.11975168
10_26_02,0,0,0,0,0,0,0,0.12755168
10_26_03,0,0,0,0,0,0,0,0.12755168
10_26_04,0,0,0,0,0,0,0,0.11975168
10_26_05,0,0,0,0,0,0,0,0.12755168
10_26_06,0.595316846,0,0.793755794,0,0,0,0,0.484262032
10_26_07,0.396877897,0,0,0,0,0,0,0.614623081
10_26_08,0,0,0,0,0,0,0,0.410948748
10_26_09,0,0,0.198438949,0,0,0,0,0.761183221
10_26_10,0,0,0,0,0,0,0,0.203001438
10_26_11,0,0,0,0,0,0,0,0.152180145
10_26_12,0.595316846,0,0,0,0,0,0,0.476150521
10_26_13,0,0,0,0,0,0,0,0.178388308
10_26_14,0,0,0,0,0,0,0,0.196753651
10_26_15,0,0,0,0,0,0,0,0.12755168
10_26_16,0,0,0.198438949,0,0,0,0,0.183056396
10_26_17,0,0,0,0,0,0,0,0.45357811
10_26_18,2.976584229,0,0,0,0,0,0,0.733952647
10_26_19,0.992194743,0,0,0,17.85950537,0,0,0.498210552
10_26_20,3.571901075,4.464876343,0.396877897,0,0,0,1.38578125,0.328932767
10_26_21,0,4.960973715,0.396877897,0,0,0,1.38578125,0.60098913
10_26_22,0,5.457071086,0.396877897,0,0,0,2.7715625,0.647860966
10_26_23,0,0,0.396877897,0,0,0,0,0.644964393
10_27_00,0,0,0,0,0,0,0,0.319713338
10_27_01,0,0,0,0,0,0,0,0.11975168
10_27_02,0,0,0,0,0,0,0,0.12755168
10_27_03,0,0,0,0,0,0,0,0.12755168
10_27_04,0,0,0,0,0,0,0,0.11975168
10_27_05,0,0,0,0,0,0,0,0.12755168
10_27_06,0.611438643,0,0.815251524,0,0,0,0,0.484262032
10_27_07,0.407625762,0,0,0,0,0,0,0.614623081
10_27_08,0,0,0,0,0,0,0,0.410948748
10_27_09,0,0,0.203812881,0,0,0,0,0.761183221
10_27_10,0,0,0,0,0,0,0,0.203001438
10_27_11,0,0,0,0,0,0,0,0.152180145
10_27_12,0.611438643,0,0,0,0,0,0,0.476150521
10_27_13,0,0,0,0,0,0,0,0.178388308
10_27_14,0,0,0,0,0,0,0,0.196753651
10_27_15,0,0,0,0,0,0,0,0.12755168
10_27_16,0,0,0.203812881,0,0,0,0,0.183056396
10_27_17,0,0,0,0,0,0,0,0.45357811
10_27_18,3.057193215,0,0,0,0,0,0,0.733952647
10_27_19,1.019064405,0,0,0,18.34315929,0,0,0.498210552
10_27_20,3.668631857,4.585789822,0.407625762,0,0,0,1.242408854,0.328932767
10_27_21,0,5.095322024,0.407625762,0,0,0,1.242408854,0.60098913
10_27_22,0,5.604854227,0.407625762,0,0,0,2.484817708,0.647860966
10_27_23,0,0,0.407625762,0,0,0,0,0.644964393
10_28_00,0,0,0,0,0,0,0,0.22925168
10_28_01,0,0,0,0,0,0,0,0.11975168
10_28_02,0,0,0,0,0,0,0,0.12755168
10_28_03,0,0,0,0,0,0,0,0.12755168
10_28_04,0,0,0,0,0,0,0,0.11975168
10_28_05,0,0,0,0,0,0,0,0.12755168
10_28_06,0,0,0,0,0,0,0,0.12755168
10_28_07,0,0,0.41132721,0,0,0,0,0.415177534
10_28_08,0.616990815,0,0,0,0,0,0,0.689720566
10_28_09,0.41132721,0,0,0,0,0,0,0.735380302
10_28_10,0,0,0.41132721,0,0,0,0,0.699941992
10_28_11,0,0,0,0,0,0,0,0.57116284
10_28_12,3.290617681,0,0,0,0,0,0,0.675630109
10_28_13,0,0,0.205663605,0,0,0,0,0.317971976
10_28_14,0,0,0,0,0,0,0,0.12755168
10_28_15,0,0,0,0,0,0,0,0.12755168
10_28_16,0,0,0.205663605,0,0,0,0,0.778077941
10_28_17,3.290617681,0,0.205663605,0,0,0,0,0.825846371
10_28_18,1.64530884,0,0,0,0,0,0,0.714641793
10_28_19,0,0,0,0,18.50972446,0,0,0.311755889
10_28_20,5.141590126,5.141590126,0.41132721,0,0,0,1.307578125,0.465646357
10_28_21,0,5.141590126,0.41132721,0,0,0,1.307578125,0.668359588
10_28_22,0,10.28318025,0.41132721,0,0,0,2.61515625,0.686990966
10_28_23,0,0,0.41132721,0,0,0,0,0.531057418
10_29_00,0,0,0,0,0,0,0,0.22925168
10_29_01,0,0,0,0,0,0,0,0.11975168
10_29_02,0,0,0,0,0,0,0,0.12755168
10_29_03,0,0,0,0,0,0,0,0.12755168
10_29_04,0,0,0,0,0,0,0,0.11975168
10_29_05,0,0,0,0,0,0,0,0.12755168
10_29_06,0,0,0.622596459,0,0,0,0,0.288182032
10_29_07,0,0,0.622596459,0,0,0,0,0.473880842
10_29_08,3.32051445,0,0,0,0,0,0,0.850596299
10_29_09,0,0,0,0,0,0,0,0.223785811
10_29_10,0,0,0,0,0,0,0,0.11975168
10_29_11,0,0,0,0,0,0,0,0.12755168
10_29_12,0,0,0,0,0,0,0,0.12755168
10_29_13,0,0,0,0,0,0,0,0.11975168
10_29_14,0,0,0,0,0,0,0,0.12755168
10_29_15,0,0,0,0,0,0,0,0.12755168
10_29_16,0,0,0,0,0,0,0,0.11975168
10_29_17,0,0,0,0,0,0,0,0.12755168
10_29_18,0,0,0,0,0,0,0,0.12755168
10_29_19,0,0,0,0,0,0,0,0.11975168
10_29_20,0,4.669473445,0,0,0,0,0,0.588296396
10_29_21,0,5.188303828,0.830128613,0,0,0,0,0.698822637
10_29_22,0,9.857777274,0.415064306,0,0,0,0,0.470100966
10_29_23,0,0,0.415064306,0,0,0,0,0.641801206
10_30_00,0,0,0,0,0,0,0,0.319713338
10_30_01,0,0,0,0,0,0,0,0.11975168
10_30_02,0,0,0,0,0,0,0,0.12755168
10_30_03,0,0,0,0,0,0,0,0.12755168
10_30_04,0,0,0,0,0,0,0,0.11975168
10_30_05,0,0,0,0,0,0,0,0.12755168
10_30_06,0.620662557,0,0.827550076,0,0,0,0,0.484262032
10_30_07,0.413775038,0,0,0,0,0,0,0.614623081
10_30_08,0,0,0,0,0,0,0,0.410948748
10_30_09,0,0,0.206887519,0,0,0,0,0.761183221
10_30_10,0,0,0,0,0,0,0,0.203001438
10_30_11,0,0,0,0,0,0,0,0.152180145
10_30_12,0.620662557,0,0,0,0,0,0,0.476150521
10_30_13,0,0,0,0,0,0,0,0.178388308
10_30_14,0,0,0,0,0,0,0,0.196753651
10_30_15,0,0,0,0,0,0,0,0.12755168
10_30_16,0,0,0.206887519,0,0,0,0,0.183056396
10_30_17,0,0,0,0,0,0,0,0.45357811
10_30_18,3.103312783,0,0,0,0,0,0,0.733952647
10_30_19,1.034437594,0,0,0,18.6198767,0,0,0.498210552
10_30_20,3.72397534,4.654969175,0.413775038,0,0,0,1.445026042,0.328932767
10_30_21,0,5.172187972,0.413775038,0,0,0,1.445026042,0.60098913
10_30_22,0,5.68940677,0.413775038,0,0,0,2.890052083,0.647860966
10_30_23,0,0,0.413775038,0,0,0,0,0.644964393
10_31_00,0,0,0,0,0,0,0,0.319713338
10_31_01,0,0,0,0,0,0,0,0.11975168
10_31_02,0,0,0,0,0,0,0,0.12755168
10_31_03,0,0,0,0,0,0,0,0.12755168
10_31_04,0,0,0,0,0,0,0,0.11975168
10_31_05,0,0,0,0,0,0,0,0.12755168
10_31_06,0.423500994,0,0.423500994,0,0,0,0,0.484262032
10_31_07,0.635251491,0,0,0,0,0,0,0.614623081
10_31_08,0,0,0,0,0,0,0,0.410948748
10_31_09,0,0,0,0,0,0,0,0.761183221
10_31_10,0,0,0,0,0,0,0,0.203001438
10_31_11,0,0,0,0,0,0,0,0.152180145
10_31_12,0,0,0,0,0,0,0,0.476150521
10_31_13,0,0,0,0,0,0,0,0.178388308
10_31_14,0,0,0,0,0,0,0,0.196753651
10_31_15,0,0,0,0,0,0,0,0.12755168
10_31_16,0,0,0,0,0,0,0,0.183056396
10_31_17,0,0,0,0,0,0,0,0.45357811
10_31_18,1.694003976,0,0,0,0,0,0,0.733952647
10_31_19,0,0,0,0,19.05754473,0,0,0.498210552
10_31_20,3.811508945,4.235009939,0,0,0,0,1.409817708,0.328932767
10_31_21,0,4.235009939,0,0,0,0,1.409817708,0.60098913
10_31_22,0,2.11750497,0.211750497,0,0,0,2.819635417,0.647860966
10_31_23,0,0,0.211750497,0,0,0,0,0.644964393
11_01_00,0,0,0,0,0,0,0,0.319713338
11_01_01,0,0,0,0,0,0,0,0.11975168
11_01_02,0,0,0,0,0,0,0,0.12755168
11_01_03,0,0,0,0,0,0,0,0.12755168
11_01_04,0,0,0,0,0,0,0,0.11975168
11_01_05,0,0,0,0,0,0,0,0.12755168
11_01_06,0.648182794,0,0.864243726,0,0,0,0,0.484262032
11_01_07,2.376670245,0,0,0,0,0,0,0.614623081
11_01_08,0,0,0.216060931,0,0,0,0,0.410948748
11_01_09,0,0,0.216060931,0,0,0,0,0.761183221
11_01_10,0,0,0,0,0,0,0,0.203001438
11_01_11,0,0,0,0,0,0,0,0.152180145
11_01_12,1.296365588,0,0,0,0,0,0,0.476150521
11_01_13,0,0,0,0,0,0,0,0.178388308
11_01_14,0,0,0,0,0,0,0,0.196753651
11_01_15,0,0,0,0,0,0,0,0.12755168
11_01_16,0,0,0.216060931,0,0,0,0,0.183056396
11_01_17,0,0,0.216060931,0,0,0,0,0.45357811
11_01_18,3.240913971,0,0.216060931,0,0,0,0,0.733952647
11_01_19,1.080304657,0,0,0,19.44548383,0,0,0.498210552
11_01_20,6.049706079,5.401523285,0.432121863,0,0,0,1.398138021,0.328932767
11_01_21,0,5.401523285,0.432121863,0,0,0,1.398138021,0.60098913
11_01_22,0,10.80304657,0.432121863,0,0,0,2.796276042,0.647860966
11_01_23,0,0,0.432121863,0,0,0,0,0.644964393
11_02_00,0,0,0,0,0,0,0,0.319713338
11_02_01,0,0,0,0,0,0,0,0.11975168
11_02_02,0,0,0,0,0,0,0,0.12755168
11_02_03,0,0,0,0,0,0,0,0.12755168
11_02_04,0,0,0,0,0,0,0,0.11975168
11_02_05,0,0,0,0,0,0,0,0.12755168
11_02_06,0.440980385,0,0.440980385,0,0,0,0,0.484262032
11_02_07,0.661470577,0,0,0,0,0,0,0.614623081
11_02_08,0,0,0,0,0,0,0,0.410948748
11_02_09,0,0,0,0,0,0,0,0.761183221
11_02_10,0,0,0,0,0,0,0,0.203001438
11_02_11,0,0,0,0,0,0,0,0.152180145
11_02_12,0,0,0,0,0,0,0,0.476150521
11_02_13,0,0,0,0,0,0,0,0.178388308
11_02_14,0,0,0,0,0,0,0,0.196753651
11_02_15,0,0,0,0,0,0,0,0.12755168
11_02_16,0,0,0,0,0,0,0,0.183056396
11_02_17,0,0,0,0,0,0,0,0.45357811
11_02_18,1.763921539,0,0,0,0,0,0,0.733952647
11_02_19,0,0,0,0,19.84411732,0,0,0.498210552
11_02_20,3.968823463,4.409803848,0,0,0,0,1.464661458,0.328932767
11_02_21,0,4.409803848,0,0,0,0,1.464661458,0.60098913
11_02_22,0,2.204901924,0.220490192,0,0,0,2.929322917,0.647860966
11_02_23,0,0,0.220490192,0,0,0,0,0.644964393
11_03_00,0,0,0,0,0,0,0,0.22925168
11_03_01,0,0,0,0,0,0,0,0.11975168
11_03_02,0,0,0,0,0,0,0,0.12755168
11_03_03,0,0,0,0,0,0,0,0.12755168
11_03_04,0,0,0,0,0,0,0,0.11975168
11_03_05,0,0,0,0,0,0,0,0.12755168
11_03_06,0,0,0,0,0,0,0,0.12755168
11_03_07,0,0,0.448531814,0,0,0,0,0.415177534
11_03_08,0.672797722,0,0,0,0,0,0,0.689720566
11_03_09,0.448531814,0,0,0,0,0,0,0.735380302
11_03_10,0,0,0.448531814,0,0,0,0,0.699941992
11_03_11,0,0,0,0,0,0,0,0.57116284
11_03_12,3.588254515,0,0,0,0,0,0,0.675630109
11_03_13,0,0,0.224265907,0,0,0,0,0.317971976
11_03_14,0,0,0,0,0,0,0,0.12755168
11_03_15,0,0,0,0,0,0,0,0.12755168
11_03_16,0,0,0.224265907,0,0,0,0,0.778077941
11_03_17,3.588254515,0,0.224265907,0,0,0,0,0.825846371
11_03_18,1.794127258,0,0,0,0,0,0,0.714641793
11_03_19,0,0,0,0,20.18393165,0,0,0.311755889
11_03_20,5.60664768,5.60664768,0.448531814,0,0,0,1.384596354,0.465646357
11_03_21,0,5.60664768,0.448531814,0,0,0,1.384596354,0.668359588
11_03_22,0,11.21329536,0.448531814,0,0,0,2.769192708,0.686990966
11_03_23,0,0,0.448531814,0,0,0,0,0.531057418
11_04_00,0,0,0,0,0,0,0,0.22925168
11_04_01,0,0,0,0,0,0,0,0.11975168
11_04_02,0,0,0,0,0,0,0,0.12755168
11_04_03,0,0,0,0,0,0,0,0.12755168
11_04_04,0,0,0,0,0,0,0,0.11975168
11_04_05,0,0,0,0,0,0,0,0.12755168
11_04_06,0,0,0,0,0,0,0,0.12755168
11_04_07,0,0,0.449458662,0,0,0,0,0.796165132
11_04_08,0.674187993,0,0,0,0,0,0,0.689720566
11_04_09,0.449458662,0,0,0,0,0,0,0.735380302
11_04_10,0,0,0.449458662,0,0,0,0,0.699941992
11_04_11,0,0,0,0,0,0,0,0.57116284
11_04_12,3.595669294,0,0,0,0,0,0,0.675630109
11_04_13,0,0,0.224729331,0,0,0,0,0.317971976
11_04_14,0,0,0,0,0,0,0,0.12755168
11_04_15,0,0,0,0,0,0,0,0.12755168
11_04_16,0,0,0.224729331,0,0,0,0,0.778077941
11_04_17,3.595669294,0,0.224729331,0,0,0,0,0.825846371
11_04_18,1.797834647,0,0,0,0,0,0,0.714641793
11_04_19,0,0,0,0,20.22563978,0,0,0.311755889
11_04_20,5.618233272,5.618233272,0.449458662,0,0,0,1.25984375,0.465646357
11_04_21,0,5.618233272,0.449458662,0,0,0,1.25984375,0.668359588
11_04_22,0,11.23646654,0.449458662,0,0,0,2.5196875,0.686990966
11_04_23,0,0,0.449458662,0,0,0,0,0.531057418
11_05_00,0,0,0,0,0,0,0,0.22925168
11_05_01,0,0,0,0,0,0,0,0.11975168
11_05_02,0,0,0,0,0,0,0,0.12755168
11_05_03,0,0,0,0,0,0,0,0.12755168
11_05_04,0,0,0,0,0,0,0,0.11975168
11_05_05,0,0,0,0,0,0,0,0.12755168
11_05_06,0,0,0,0,0,0,0,0.12755168
11_05_07,0,0,0.889304253,0,0,0,0,0.80004635
11_05_08,0.66697819,0,0.444652126,0,0,0,0,0.843895099
11_05_09,2.667912758,0,0,0,0,0,0,0.735380302
11_05_10,0,0,0.444652126,0,0,0,0,0.699941992
11_05_11,0,0,0,0,0,0,0,0.57116284
11_05_12,3.557217011,0,0,0,0,0,0,0.675630109
11_05_13,0,0,0.222326063,0,0,0,0,0.317971976
11_05_14,0,0,0,0,0,0,0,0.12755168
11_05_15,0,0,0,0,0,0,0,0.12755168
11_05_16,0,0,0.222326063,0,0,0,0,0.778077941
11_05_17,4.89117339,0,0.222326063,0,0,0,0,0.825846371
11_05_18,0.444652126,0,0,0,0,0,0,0.714641793
11_05_19,0,0,0,0,20.00934569,0,0,0.311755889
11_05_20,8.226064337,5.558151579,0.66697819,0,0,0,1.209453125,0.465646357
11_05_21,0,10.00467284,0.66697819,0,0,0,1.209453125,0.668359588
11_05_22,0,11.11630316,0.66697819,0,0,0,2.41890625,0.686990966
11_05_23,0,0,0.66697819,0,0,0,0,0.531057418
11_06_00,0,0,0,0,0,0,0,0.319713338
11_06_01,0,0,0,0,0,0,0,0.11975168
11_06_02,0,0,0,0,0,0,0,0.12755168
11_06_03,0,0,0,0,0,0,0,0.12755168
11_06_04,0,0,0,0,0,0,0,0.11975168
11_06_05,0,0,0,0,0,0,0,0.2549988
11_06_06,0.657647332,0,0.876863109,0,0,0,0,0.484262032
11_06_07,0.438431555,0,0,0,0,0,0,0.614623081
11_06_08,0,0,0,0,0,0,0,0.410948748
11_06_09,0,0,0.219215777,0,0,0,0,0.761183221
11_06_10,0,0,0,0,0,0,0,0.203001438
11_06_11,0,0,0,0,0,0,0,0.152180145
11_06_12,0.657647332,0,0,0,0,0,0,0.476150521
11_06_13,0,0,0,0,0,0,0,0.178388308
11_06_14,0,0,0,0,0,0,0,0.196753651
11_06_15,0,0,0,0,0,0,0,0.12755168
11_06_16,0,0,0.219215777,0,0,0,0,0.183056396
11_06_17,0,0,0,0,0,0,0,0.45357811
11_06_18,3.288236659,0,0,0,0,0,0,0.733952647
11_06_19,1.096078886,0,0,0,19.72941995,0,0,0.498210552
11_06_20,3.945883991,4.932354988,0.438431555,0,0,0,1.169348958,0.328932767
11_06_21,0,5.480394432,0.438431555,0,0,0,1.169348958,0.60098913
11_06_22,0,6.028433875,0.438431555,0,0,0,2.338697917,0.647860966
11_06_23,0,0,0.438431555,0,0,0,0,0.644964393
11_07_00,0,0,0,0,0,0,0,0.319713338
11_07_01,0,0,0,0,0,0,0,0.11975168
11_07_02,0,0,0,0,0,0,0,0.12755168
11_07_03,0,0,0,0,0,0,0,0.12755168
11_07_04,0,0,0,0,0,0,0,0.11975168
11_07_05,0,0,0,0,0,0,0,0.252205208
11_07_06,0.435936196,0,0.435936196,0,0,0,0,0.484262032
11_07_07,0.653904294,0,0,0,0,0,0,0.614623081
11_07_08,0,0,0,0,0,0,0,0.410948748
11_07_09,0,0,0,0,0,0,0,0.761183221
11_07_10,0,0,0,0,0,0,0,0.203001438
11_07_11,0,0,0,0,0,0,0,0.152180145
11_07_12,0,0,0,0,0,0,0,0.476150521
11_07_13,0,0,0,0,0,0,0,0.178388308
11_07_14,0,0,0,0,0,0,0,0.196753651
11_07_15,0,0,0,0,0,0,0,0.12755168
11_07_16,0,0,0,0,0,0,0,0.183056396
11_07_17,0,0,0,0,0,0,0,0.45357811
11_07_18,1.743744785,0,0,0,0,0,0,0.733952647
11_07_19,0,0,0,0,19.61712883,0,0,0.498210552
11_07_20,3.923425766,4.359361962,0,0,0,0,1.18703125,0.328932767
11_07_21,0,4.359361962,0,0,0,0,1.18703125,0.60098913
11_07_22,0,2.179680981,0.217968098,0,0,0,2.3740625,0.647860966
11_07_23,0,0,0.217968098,0,0,0,0,0.644964393
11_08_00,0,0,0,0,0,0,0,0.319713338
11_08_01,0,0,0,0,0,0,0,0.11975168
11_08_02,0,0,0,0,0,0,0,0.12755168
11_08_03,0,0,0,0,0,0,0,0.12755168
11_08_04,0,0,0,0,0,0,0,0.11975168
11_08_05,0,0,0,0,0,0,0,0.614562539
11_08_06,0.647594603,0,0.86345947,0,0,0,0,0.630955453
11_08_07,0.431729735,0,0,0,0,0,0,0.614623081
11_08_08,0,0,0,0,0,0,0,0.410948748
11_08_09,0,0,0.215864868,0,0,0,0,0.761183221
11_08_10,0,0,0,0,0,0,0,0.203001438
11_08_11,0,0,0,0,0,0,0,0.152180145
11_08_12,0.647594603,0,0,0,0,0,0,0.476150521
11_08_13,0,0,0,0,0,0,0,0.178388308
11_08_14,0,0,0,0,0,0,0,0.196753651
11_08_15,0,0,0,0,0,0,0,0.12755168
11_08_16,0,0,0.215864868,0,0,0,0,0.183056396
11_08_17,0,0,0,0,0,0,0,0.45357811
11_08_18,3.237973013,0,0,0,0,0,0,0.733952647
11_08_19,1.079324338,0,0,0,19.42783808,0,0,0.498210552
11_08_20,3.885567615,4.856959519,0.431729735,0,0,0,1.260013021,0.328932767
11_08_21,0,5.396621688,0.431729735,0,0,0,1.260013021,0.60098913
11_08_22,0,5.936283857,0.431729735,0,0,0,2.520026042,0.647860966
11_08_23,0,0,0.431729735,0,0,0,0,0.644964393
11_09_00,0,0,0,0,0,0,0,0.319713338
11_09_01,0,0,0,0,0,0,0,0.11975168
11_09_02,0,0,0,0,0,0,0,0.12755168
11_09_03,0,0,0,0,0,0,0,0.12755168
11_09_04,0,0,0,0,0,0,0,0.11975168
11_09_05,0,0,0,0,0,0,0,0.423568121
11_09_06,0.64320099,0,0.857601319,0,0,0,0,0.616774448
11_09_07,0.42880066,0,0,0,0,0,0,0.743326643
11_09_08,0,0,0,0,0,0,0,0.534047673
11_09_09,0,0,0.21440033,0,0,0,0,0.761183221
11_09_10,0,0,0,0,0,0,0,0.203001438
11_09_11,0,0,0,0,0,0,0,0.293374785
11_09_12,0.64320099,0,0,0,0,0,0,0.575322957
11_09_13,0,0,0,0,0,0,0,0.178388308
11_09_14,0,0,0,0,0,0,0,0.196753651
11_09_15,0,0,0,0,0,0,0,0.245580212
11_09_16,0,0,0.21440033,0,0,0,0,0.287991074
